Chromosome	Start	End	MedianRatio	CopyNumber	Sample	BinCount
21	43250100	45746529	0.983652	2	IMR5-R150	2223
21	45746529	45844230	1.1119	2	IMR5-R150	87
21	45844230	47746592	0.98457	2	IMR5-R150	1694
21	47746592	48094722	0.924671	2	IMR5-R150	310
21	48094722	48118305	0.77189	2	IMR5-R150	21
21	48118305	48120551	1.44523	3	IMR5-R150	2
21	48120551	48130658	-1	2	IMR5-R150	9
22	1	16049917	-1	2	IMR5-R150	14292
22	16049917	17177409	0.991907	2	IMR5-R150	1004
22	17177409	17178532	2.30467	5	IMR5-R150	1
22	17178532	18683352	0.998242	2	IMR5-R150	1340
22	18683352	18690090	1.31097	3	IMR5-R150	6
22	18690090	18825973	1.00558	2	IMR5-R150	121
22	18825973	18828219	1.84574	4	IMR5-R150	2
22	18828219	18877631	1.03368	2	IMR5-R150	44
22	18877631	18884369	1.52625	3	IMR5-R150	6
22	18884369	20149990	1.00059	2	IMR5-R150	1127
22	20149990	20151113	2.41615	5	IMR5-R150	1
22	20151113	20320686	1.00064	2	IMR5-R150	151
22	20320686	20420633	1.04747	2	IMR5-R150	89
22	20420633	20421756	2.69945	5	IMR5-R150	1
22	20421756	20440847	1.18125	2	IMR5-R150	17
22	20440847	20441970	2.29102	5	IMR5-R150	1
22	20441970	20477906	1.09543	2	IMR5-R150	32
22	20477906	20485767	1.43312	3	IMR5-R150	7
22	20485767	20687907	1.01363	2	IMR5-R150	180
22	20687907	20693522	1.41959	3	IMR5-R150	5
22	20693522	21678393	1.00352	2	IMR5-R150	877
22	21678393	21685131	1.56206	3	IMR5-R150	6
22	21685131	21727805	0.975455	2	IMR5-R150	38
22	21727805	21728928	2.05961	4	IMR5-R150	1
22	21728928	21731174	3.24296	6	IMR5-R150	2
22	21731174	21732297	2.50384	5	IMR5-R150	1
22	21732297	21733420	-1	2	IMR5-R150	1
22	21733420	24279261	1.0116	2	IMR5-R150	2267
22	24279261	24281507	2.47014	5	IMR5-R150	2
22	24281507	24289368	1.66271	3	IMR5-R150	7
22	24289368	24290491	-1	2	IMR5-R150	1
22	24290491	24332042	1.1848	2	IMR5-R150	37
22	24332042	24333165	2.19086	4	IMR5-R150	1
22	24333165	25411245	1.02646	2	IMR5-R150	960
22	25411245	25413491	1.80485	4	IMR5-R150	2
22	25413491	32541172	1.01203	2	IMR5-R150	6347
22	32541172	32542295	2.12131	4	IMR5-R150	1
22	32542295	35265570	0.994997	2	IMR5-R150	2425
22	35265570	38220183	1.04052	2	IMR5-R150	2631
22	38220183	38221306	2.10877	4	IMR5-R150	1
22	38221306	44921124	1.00828	2	IMR5-R150	5966
22	44921124	48259803	1.0316	2	IMR5-R150	2973
22	48259803	48970662	0.985308	2	IMR5-R150	633
22	48970662	48971785	2.05176	4	IMR5-R150	1
22	48971785	50043127	1.01417	2	IMR5-R150	954
22	50043127	50782061	0.962651	2	IMR5-R150	658
22	50782061	50784307	0.240258	0	IMR5-R150	2
22	50784307	51070672	0.94453	2	IMR5-R150	255
22	51070672	51244737	0.808532	2	IMR5-R150	155
22	51244737	51305379	-1	2	IMR5-R150	54
3	1	59520	-1	2	IMR5-R150	53
3	59520	317810	0.806173	2	IMR5-R150	230
3	317810	2369531	0.928888	2	IMR5-R150	1827
3	2369531	8086724	0.98383	2	IMR5-R150	5091
3	8086724	15584995	1.02865	2	IMR5-R150	6677
3	15584995	19330200	1.00064	2	IMR5-R150	3335
3	19330200	27237243	0.968697	2	IMR5-R150	7041
3	27237243	44857113	1.00548	2	IMR5-R150	15690
3	44857113	53883787	1.02338	2	IMR5-R150	8038
3	53883787	61233822	0.995277	2	IMR5-R150	6545
3	61233822	61337138	1.46669	3	IMR5-R150	92
3	61337138	67298022	1.00042	2	IMR5-R150	5308
3	67298022	68029095	1.45242	3	IMR5-R150	651
3	68029095	71385742	0.979263	2	IMR5-R150	2989
3	71385742	75785656	1.00792	2	IMR5-R150	3918
3	75785656	96338802	0.950202	2	IMR5-R150	18302
3	96338802	96339925	3.02548	6	IMR5-R150	1
3	96339925	115965473	0.972237	2	IMR5-R150	17476
3	115965473	116012639	0	0	IMR5-R150	42
3	116012639	116020500	-1	2	IMR5-R150	7
3	116020500	116427026	0.919277	2	IMR5-R150	362
3	116427026	116517989	0.493859	1	IMR5-R150	81
3	116517989	121736570	0.973932	2	IMR5-R150	4647
3	121736570	135808883	1.01488	2	IMR5-R150	12531
3	135808883	143715926	0.98162	2	IMR5-R150	7041
3	143715926	149049053	0.938941	2	IMR5-R150	4749
3	149049053	157372729	0.979764	2	IMR5-R150	7412
3	157372729	158450809	0.917662	2	IMR5-R150	960
3	158450809	162448689	0.984343	2	IMR5-R150	3560
3	162448689	167688607	0.944614	2	IMR5-R150	4666
3	167688607	172489432	0.986166	2	IMR5-R150	4275
3	172489432	175833726	0.938941	2	IMR5-R150	2978
3	175833726	179733905	0.977205	2	IMR5-R150	3473
3	179733905	182127018	0.933482	2	IMR5-R150	2131
3	182127018	186429231	0.999845	2	IMR5-R150	3831
3	186429231	186687521	0.889646	2	IMR5-R150	230
3	186687521	189039083	0.997994	2	IMR5-R150	2094
3	189039083	193473810	0.962863	2	IMR5-R150	3949
3	193473810	196796767	1.00341	2	IMR5-R150	2959
3	196796767	197962441	0.949672	2	IMR5-R150	1038
3	197962441	198023083	-1	2	IMR5-R150	54
4	1	8985	-1	1	IMR5-R150	8
4	8985	98825	0.724289	1	IMR5-R150	80
4	98825	489629	0.88548	2	IMR5-R150	348
4	489629	1604768	0.956997	2	IMR5-R150	993
4	1604768	3531836	1.00049	2	IMR5-R150	1716
4	3531836	5462273	1.03541	2	IMR5-R150	1719
4	5462273	6397732	1.08546	2	IMR5-R150	833
4	6397732	9615127	1.02776	2	IMR5-R150	2865
4	9615127	9617373	1.90837	4	IMR5-R150	2
4	9617373	12081235	1.00734	2	IMR5-R150	2194
4	12081235	14835954	0.976362	2	IMR5-R150	2453
4	14835954	15546813	1.04372	2	IMR5-R150	633
4	15546813	18760839	0.99337	2	IMR5-R150	2862
4	18760839	24229849	0.959683	2	IMR5-R150	4870
4	24229849	27365265	0.992038	2	IMR5-R150	2792
4	27365265	31816837	0.944046	2	IMR5-R150	3964
4	31816837	31817960	1.94361	4	IMR5-R150	1
4	31817960	31819083	3.91225	8	IMR5-R150	1
4	31819083	31821329	2.40999	5	IMR5-R150	2
4	31821329	31837051	-1	2	IMR5-R150	14
4	31837051	35640652	0.938941	2	IMR5-R150	3387
4	35640652	43150153	0.998556	2	IMR5-R150	6687
4	43150153	47096375	0.961566	2	IMR5-R150	3514
4	47096375	49093069	1.0098	2	IMR5-R150	1778
4	49093069	49132374	1.32318	3	IMR5-R150	35
4	49132374	49133497	3.27537	7	IMR5-R150	1
4	49133497	49155957	1.28631	3	IMR5-R150	20
4	49155957	49295209	0.990843	2	IMR5-R150	124
4	49295209	49297455	2.39505	5	IMR5-R150	2
4	49297455	49328899	1.11436	2	IMR5-R150	28
4	49328899	49330022	2.96128	6	IMR5-R150	1
4	49330022	49633232	1.0386	2	IMR5-R150	270
4	49633232	49660184	1.40421	3	IMR5-R150	24
4	49660184	52659717	-1	2	IMR5-R150	2671
4	52659717	54418335	0.978722	2	IMR5-R150	1566
4	54418335	55486308	1.0243	2	IMR5-R150	951
4	55486308	58774452	0.98797	2	IMR5-R150	2928
4	58774452	67771928	0.9452	2	IMR5-R150	8012
4	67771928	75285921	0.965266	2	IMR5-R150	6691
4	75285921	79762199	1.00928	2	IMR5-R150	3986
4	79762199	82264243	0.947275	2	IMR5-R150	2228
4	82264243	85882549	0.977565	2	IMR5-R150	3222
4	85882549	90129735	0.998577	2	IMR5-R150	3782
4	90129735	94641949	0.941632	2	IMR5-R150	4018
4	94641949	97332657	0.990241	2	IMR5-R150	2396
4	97332657	102135728	0.970878	2	IMR5-R150	4277
4	102135728	103131829	0.912367	2	IMR5-R150	887
4	103131829	108827685	0.967743	2	IMR5-R150	5072
4	108827685	111041118	0.990784	2	IMR5-R150	1971
4	111041118	114702098	0.956578	2	IMR5-R150	3260
4	114702098	115715044	0.999429	2	IMR5-R150	902
4	115715044	118492223	0.944666	2	IMR5-R150	2473
4	118492223	120443997	0.996933	2	IMR5-R150	1738
4	120443997	124034228	0.963172	2	IMR5-R150	3197
4	124034228	125407657	1.03347	2	IMR5-R150	1223
4	125407657	130042278	0.978298	2	IMR5-R150	4127
4	130042278	138520928	0.938941	2	IMR5-R150	7550
4	138520928	143793413	0.987951	2	IMR5-R150	4695
4	143793413	150294460	0.95591	2	IMR5-R150	5789
4	150294460	156212670	0.977565	2	IMR5-R150	5270
4	156212670	156958342	1.02376	2	IMR5-R150	664
4	156958342	158759634	0.911803	2	IMR5-R150	1604
4	158759634	163676128	0.945038	2	IMR5-R150	4378
4	163676128	165029343	0.994536	2	IMR5-R150	1205
4	165029343	173434998	0.965974	2	IMR5-R150	7485
4	173434998	174534415	1.03339	2	IMR5-R150	979
4	174534415	178411011	0.990063	2	IMR5-R150	3452
4	178411011	184160771	0.954964	2	IMR5-R150	5120
4	184160771	186233829	1.00826	2	IMR5-R150	1846
4	186233829	189477053	0.973084	2	IMR5-R150	2888
4	189477053	190921231	0.925527	2	IMR5-R150	1286
4	190921231	191044761	0.782451	2	IMR5-R150	110
4	191044761	191154815	-1	2	IMR5-R150	98
5	1	8985	-1	2	IMR5-R150	8
5	8985	10108	1.8306	4	IMR5-R150	1
5	10108	126900	0.78176	2	IMR5-R150	104
5	126900	744550	0.931162	2	IMR5-R150	550
5	744550	6064201	0.983325	2	IMR5-R150	4737
5	6064201	6651530	1.04137	2	IMR5-R150	523
5	6651530	11434387	0.992765	2	IMR5-R150	4259
5	11434387	11964443	0.938941	2	IMR5-R150	472
5	11964443	12257546	1.37393	3	IMR5-R150	261
5	12257546	13295198	0.938941	2	IMR5-R150	924
5	13295198	14657397	0.984082	2	IMR5-R150	1213
5	14657397	17123505	1.03226	2	IMR5-R150	2196
5	17123505	30807260	0.941791	2	IMR5-R150	12185
5	30807260	32038068	1.02583	2	IMR5-R150	1096
5	32038068	39704789	0.974373	2	IMR5-R150	6827
5	39704789	42894109	0.953479	2	IMR5-R150	2840
5	42894109	45895888	1.0036	2	IMR5-R150	2673
5	45895888	49550130	0.938941	2	IMR5-R150	3254
5	49550130	50364305	1.03461	2	IMR5-R150	725
5	50364305	51625434	0.966395	2	IMR5-R150	1123
5	51625434	52602444	1.03136	2	IMR5-R150	870
5	52602444	55284168	0.994173	2	IMR5-R150	2388
5	55284168	56242087	1.1064	2	IMR5-R150	853
5	56242087	59136058	1.02783	2	IMR5-R150	2577
5	59136058	75130947	0.987787	2	IMR5-R150	14243
5	75130947	76451595	1.03785	2	IMR5-R150	1176
5	76451595	80724610	1.00246	2	IMR5-R150	3805
5	80724610	98576941	0.968907	2	IMR5-R150	15897
5	98576941	102410863	0.927204	2	IMR5-R150	3414
5	102410863	108548058	0.961842	2	IMR5-R150	5465
5	108548058	110432452	1.01174	2	IMR5-R150	1678
5	110432452	121442344	0.971886	2	IMR5-R150	9804
5	121442344	127304404	0.99942	2	IMR5-R150	5220
5	127304404	130361210	0.957973	2	IMR5-R150	2722
5	130361210	134438823	1.00936	2	IMR5-R150	3631
5	134438823	140864629	0.99045	2	IMR5-R150	5722
5	140864629	142412123	1.03326	2	IMR5-R150	1378
5	142412123	147790170	0.967567	2	IMR5-R150	4789
5	147790170	150734676	1.01035	2	IMR5-R150	2622
5	150734676	153152495	0.970878	2	IMR5-R150	2153
5	153152495	159974720	1.0095	2	IMR5-R150	6075
5	159974720	167466253	0.963016	2	IMR5-R150	6671
5	167466253	173719117	1.00445	2	IMR5-R150	5568
5	173719117	174394040	1.08464	2	IMR5-R150	601
5	174394040	177192556	1.00063	2	IMR5-R150	2492
5	177192556	177194802	2.30185	5	IMR5-R150	2
5	177194802	177226246	1.00392	2	IMR5-R150	28
5	177226246	177228492	1.88615	4	IMR5-R150	2
5	177228492	177231861	2.87942	6	IMR5-R150	3
5	177231861	177330685	0.990399	2	IMR5-R150	88
5	177330685	177345284	1.35059	3	IMR5-R150	13
5	177345284	177346407	-1	2	IMR5-R150	1
5	177346407	180178613	1.01012	2	IMR5-R150	2522
5	180178613	180809739	0.933088	2	IMR5-R150	562
5	180809739	180905194	0.764704	2	IMR5-R150	85
5	180905194	180915301	-1	2	IMR5-R150	9
6	1	59520	-1	2	IMR5-R150	53
6	59520	147114	0.884388	2	IMR5-R150	78
6	147114	148237	3.38019	7	IMR5-R150	1
6	148237	1224071	0.917958	2	IMR5-R150	958
6	1224071	4774997	0.972676	2	IMR5-R150	3162
6	4774997	4777243	2.23873	4	IMR5-R150	2
6	4777243	6306769	0.971238	2	IMR5-R150	1362
6	6306769	7962071	1.01392	2	IMR5-R150	1474
6	7962071	10205825	0.945078	2	IMR5-R150	1998
6	10205825	29899876	0.99353	2	IMR5-R150	17537
6	29899876	29902122	2.45859	5	IMR5-R150	2
6	29902122	35500277	1.0162	2	IMR5-R150	4985
6	35500277	39005160	0.991907	2	IMR5-R150	3121
6	39005160	41755387	1.06457	2	IMR5-R150	2449
6	41755387	43330956	1.00788	2	IMR5-R150	1403
6	43330956	44652727	1.06164	2	IMR5-R150	1177
6	44652727	64286136	0.980441	2	IMR5-R150	17483
6	64286136	70835472	0.938941	2	IMR5-R150	5832
6	70835472	73715967	0.984743	2	IMR5-R150	2565
6	73715967	78152940	1.10032	2	IMR5-R150	3951
6	78152940	79042356	0.959193	2	IMR5-R150	792
6	79042356	87235764	1.09443	2	IMR5-R150	7296
6	87235764	91916428	1.12893	2	IMR5-R150	4168
6	91916428	97070998	1.05631	2	IMR5-R150	4590
6	97070998	101564121	1.09862	2	IMR5-R150	4001
6	101564121	103881993	1.05914	2	IMR5-R150	2064
6	103881993	114349476	1.11208	2	IMR5-R150	9321
6	114349476	116038468	1.04981	2	IMR5-R150	1504
6	116038468	122269995	1.11461	2	IMR5-R150	5549
6	122269995	142122389	1.08629	2	IMR5-R150	17678
6	142122389	144642401	1.12417	2	IMR5-R150	2244
6	144642401	146950166	1.09083	2	IMR5-R150	2055
6	146950166	148302258	1.16332	2	IMR5-R150	1204
6	148302258	150537028	1.03772	2	IMR5-R150	1990
6	150537028	156011653	0.999962	2	IMR5-R150	4875
6	156011653	159276214	1.0301	2	IMR5-R150	2907
6	159276214	169813323	0.988576	2	IMR5-R150	9383
6	169813323	170920601	0.943077	2	IMR5-R150	986
6	170920601	171055361	0.78962	2	IMR5-R150	120
6	171055361	171116003	-1	2	IMR5-R150	54
7	1	8985	-1	1	IMR5-R150	8
7	8985	10108	1.87788	4	IMR5-R150	1
7	10108	899524	0.643611	1	IMR5-R150	792
7	899524	6900836	0.690799	1	IMR5-R150	5344
7	6900836	6922173	0.929644	2	IMR5-R150	19
7	6922173	12837014	0.660251	1	IMR5-R150	5267
7	12837014	22689093	0.640689	1	IMR5-R150	8773
7	22689093	24709370	0.686644	1	IMR5-R150	1799
7	24709370	24947446	0.35458	1	IMR5-R150	212
7	24947446	29409125	0.700804	1	IMR5-R150	3973
7	29409125	42596514	0.673203	1	IMR5-R150	11743
7	42596514	48233974	0.695839	1	IMR5-R150	5020
7	48233974	54413843	0.650036	1	IMR5-R150	5503
7	54413843	61176549	0.673046	1	IMR5-R150	6022
7	61176549	61177672	2.08168	4	IMR5-R150	1
7	61177672	61460668	0.687113	1	IMR5-R150	252
7	61460668	61510080	-1	1	IMR5-R150	44
7	61510080	61969387	0.61944	1	IMR5-R150	409
7	61969387	61975002	0.921869	2	IMR5-R150	5
7	61975002	62947520	0.6366	1	IMR5-R150	866
7	62947520	62978964	0.827867	2	IMR5-R150	28
7	62978964	66814009	0.686601	1	IMR5-R150	3415
7	66814009	66953261	0.796893	2	IMR5-R150	124
7	66953261	67529360	0.690919	1	IMR5-R150	513
7	67529360	70015682	0.633093	1	IMR5-R150	2214
7	70015682	70139212	0.499239	1	IMR5-R150	110
7	70139212	70957879	0.651337	1	IMR5-R150	729
7	70957879	76776142	0.697388	1	IMR5-R150	5181
7	76776142	77673419	0.615626	1	IMR5-R150	799
7	77673419	77749783	0.996269	2	IMR5-R150	68
7	77749783	77855345	1.20368	2	IMR5-R150	94
7	77855345	83332216	0.631155	1	IMR5-R150	4877
7	83332216	90486849	0.652826	1	IMR5-R150	6371
7	90486849	93497612	0.675193	1	IMR5-R150	2681
7	93497612	94963127	0.645522	1	IMR5-R150	1305
7	94963127	97064260	0.717785	1	IMR5-R150	1871
7	97064260	102093054	0.694193	1	IMR5-R150	4478
7	102093054	102333376	0.756715	2	IMR5-R150	214
7	102333376	104360391	0.651578	1	IMR5-R150	1805
7	104360391	107051099	0.690272	1	IMR5-R150	2396
7	107051099	120187953	0.66322	1	IMR5-R150	11698
7	120187953	123974709	0.679714	1	IMR5-R150	3372
7	123974709	127151676	0.646966	1	IMR5-R150	2829
7	127151676	131457258	0.693827	1	IMR5-R150	3834
7	131457258	132281540	0.732065	1	IMR5-R150	734
7	132281540	135345084	0.682866	1	IMR5-R150	2728
7	135345084	137945952	0.709399	1	IMR5-R150	2316
7	137945952	142477257	0.687733	1	IMR5-R150	4035
7	142477257	142486241	1.02945	2	IMR5-R150	8
7	142486241	143306031	0.721332	1	IMR5-R150	730
7	143306031	143309400	1.463	3	IMR5-R150	3
7	143309400	144588497	0.68185	1	IMR5-R150	1139
7	144588497	147734020	0.645896	1	IMR5-R150	2801
7	147734020	151947516	0.686294	1	IMR5-R150	3752
7	151947516	151980083	1.00829	2	IMR5-R150	29
7	151980083	153707257	0.693799	1	IMR5-R150	1538
7	153707257	158944929	0.664896	1	IMR5-R150	4664
7	158944929	159129101	0.56438	1	IMR5-R150	164
7	159129101	159139208	-1	1	IMR5-R150	9
8	1	10108	-1	2	IMR5-R150	9
8	10108	672678	0.886486	2	IMR5-R150	590
8	672678	2405467	1.03897	2	IMR5-R150	1543
8	2405467	7070409	0.968697	2	IMR5-R150	4154
8	7070409	7576882	1.11749	2	IMR5-R150	451
8	7576882	7630786	1.44374	3	IMR5-R150	48
8	7630786	7773407	1.18298	2	IMR5-R150	127
8	7773407	7835172	1.47117	3	IMR5-R150	55
8	7835172	7941857	1.17458	2	IMR5-R150	95
8	7941857	7944103	3.36454	7	IMR5-R150	2
8	7944103	8065387	1.17061	2	IMR5-R150	108
8	8065387	8072125	2.294	5	IMR5-R150	6
8	8072125	8073248	-1	2	IMR5-R150	1
8	8073248	8086724	0.187788	0	IMR5-R150	12
8	8086724	10085664	1.00067	2	IMR5-R150	1780
8	10085664	11051444	1.37424	3	IMR5-R150	860
8	11051444	11270429	1.71176	3	IMR5-R150	195
8	11270429	11975673	1.33124	3	IMR5-R150	628
8	11975673	11979042	2.30467	5	IMR5-R150	3
8	11979042	16557513	1.25583	3	IMR5-R150	4077
8	16557513	22435295	1.3069	3	IMR5-R150	5234
8	22435295	23924393	1.37045	3	IMR5-R150	1326
8	23924393	24973275	1.28998	3	IMR5-R150	934
8	24973275	24990120	1.94118	4	IMR5-R150	15
8	24990120	27560667	1.3022	3	IMR5-R150	2289
8	27560667	28233344	1.44452	3	IMR5-R150	599
8	28233344	43838552	0.958605	2	IMR5-R150	13896
8	43838552	43839675	8.47749	17	IMR5-R150	1
8	43839675	46838085	-1	2	IMR5-R150	2670
8	46838085	55779411	0.938941	2	IMR5-R150	7962
8	55779411	58011935	0.877639	2	IMR5-R150	1988
8	58011935	58123112	1.33619	3	IMR5-R150	99
8	58123112	59663868	0.968116	2	IMR5-R150	1372
8	59663868	68243588	0.928361	2	IMR5-R150	7640
8	68243588	70143704	1.39346	3	IMR5-R150	1692
8	70143704	76347156	0.93494	2	IMR5-R150	5524
8	76347156	79068185	0.891732	2	IMR5-R150	2423
8	79068185	82753871	0.949432	2	IMR5-R150	3282
8	82753871	82754994	3.48476	7	IMR5-R150	1
8	82754994	92638517	0.919595	2	IMR5-R150	8801
8	92638517	104310979	0.96028	2	IMR5-R150	10394
8	104310979	116047452	0.910631	2	IMR5-R150	10451
8	116047452	146057381	0.955808	2	IMR5-R150	26723
8	146057381	146303318	0.814828	2	IMR5-R150	219
8	146303318	146365083	-1	2	IMR5-R150	55
9	1	8985	-1	2	IMR5-R150	8
9	8985	152729	0.800814	2	IMR5-R150	128
9	152729	1352093	0.922292	2	IMR5-R150	1068
9	1352093	7697043	0.977494	2	IMR5-R150	5650
9	7697043	12321557	0.944597	2	IMR5-R150	4118
9	12321557	22714922	0.987507	2	IMR5-R150	9255
9	22714922	26327613	0.948457	2	IMR5-R150	3217
9	26327613	29762870	0.991428	2	IMR5-R150	3059
9	29762870	32237962	0.942082	2	IMR5-R150	2204
9	32237962	37117397	1.01	2	IMR5-R150	4345
9	37117397	39199439	0.97086	2	IMR5-R150	1854
9	39199439	39473451	1.07222	2	IMR5-R150	244
9	39473451	40068641	0.989241	2	IMR5-R150	530
9	40068641	40072010	1.43971	3	IMR5-R150	3
9	40072010	40195540	1.00426	2	IMR5-R150	110
9	40195540	40196663	2.81682	6	IMR5-R150	1
9	40196663	40213508	1.06208	2	IMR5-R150	15
9	40213508	40215754	2.00729	4	IMR5-R150	2
9	40215754	41445439	0.964783	2	IMR5-R150	1095
9	41445439	41478006	1.30476	3	IMR5-R150	29
9	41478006	41482498	2.09149	4	IMR5-R150	4
9	41482498	42364053	0.991592	2	IMR5-R150	785
9	42364053	42376406	1.37711	3	IMR5-R150	11
9	42376406	43618444	0.980105	2	IMR5-R150	1106
9	43618444	43619567	-1	2	IMR5-R150	1
9	43619567	43621813	2.58209	5	IMR5-R150	2
9	43621813	46111504	0.986684	2	IMR5-R150	2217
9	46111504	46118242	1.7325	3	IMR5-R150	6
9	46118242	46459634	1.00555	2	IMR5-R150	304
9	46459634	65747159	0.9631	2	IMR5-R150	17175
9	65747159	65917855	1.07707	2	IMR5-R150	152
9	65917855	65918978	3.38019	7	IMR5-R150	1
9	65918978	65968390	-1	2	IMR5-R150	44
9	65968390	70010067	0.976687	2	IMR5-R150	3599
9	70010067	70060602	-1	2	IMR5-R150	45
9	70060602	70926435	0.991559	2	IMR5-R150	771
9	70926435	71321731	1.08944	2	IMR5-R150	352
9	71321731	74484099	0.998482	2	IMR5-R150	2816
9	74484099	77308444	0.945159	2	IMR5-R150	2515
9	77308444	81719588	0.985308	2	IMR5-R150	3928
9	81719588	99593256	1.0075	2	IMR5-R150	15916
9	99593256	100728609	1.04014	2	IMR5-R150	1011
9	100728609	104444616	0.992765	2	IMR5-R150	3309
9	104444616	109744053	0.960777	2	IMR5-R150	4719
9	109744053	116055313	0.993832	2	IMR5-R150	5620
9	116055313	117816177	1.04754	2	IMR5-R150	1568
9	117816177	120073407	0.98335	2	IMR5-R150	2010
9	120073407	120600094	1.47337	3	IMR5-R150	469
9	120600094	121536676	0.968375	2	IMR5-R150	834
9	121536676	139166653	1.00431	2	IMR5-R150	15699
9	139166653	139218311	-1	2	IMR5-R150	46
9	139218311	141039817	0.969558	2	IMR5-R150	1622
9	141039817	141153240	0.851189	2	IMR5-R150	101
9	141153240	141213882	-1	2	IMR5-R150	54
X	1	59520	-1	1	IMR5-R150	53
X	59520	75242	0.446476	1	IMR5-R150	14
X	75242	93210	0.0861353	0	IMR5-R150	16
X	93210	307703	0.406478	1	IMR5-R150	191
X	307703	1251023	0.477269	1	IMR5-R150	840
X	1251023	4899650	0.504517	1	IMR5-R150	3249
X	4899650	6476342	0.522422	1	IMR5-R150	1404
X	6476342	8988493	0.50058	1	IMR5-R150	2237
X	8988493	8991862	0.938941	2	IMR5-R150	3
X	8991862	11710645	0.518745	1	IMR5-R150	2421
X	11710645	17546876	0.496765	1	IMR5-R150	5197
X	17546876	19648009	0.519547	1	IMR5-R150	1871
X	19648009	25433705	0.498097	1	IMR5-R150	5152
X	25433705	37671036	0.483555	1	IMR5-R150	10897
X	37671036	49200877	0.506534	1	IMR5-R150	10267
X	49200877	49205369	0.690552	1	IMR5-R150	4
X	49205369	56943962	0.497923	1	IMR5-R150	6891
X	56943962	58580173	0.475902	1	IMR5-R150	1457
X	58580173	61725696	-1	1	IMR5-R150	2801
X	61725696	62040136	0.46947	1	IMR5-R150	280
X	62040136	78393262	0.503004	1	IMR5-R150	14562
X	78393262	82810021	0.489032	1	IMR5-R150	3933
X	82810021	84207033	0.457879	1	IMR5-R150	1244
X	84207033	88504754	0.487298	1	IMR5-R150	3827
X	88504754	90691235	0.475059	1	IMR5-R150	1947
X	90691235	91106745	0.395482	1	IMR5-R150	370
X	91106745	97524690	0.475815	1	IMR5-R150	5715
X	97524690	108015756	0.489448	1	IMR5-R150	9342
X	108015756	108020248	0.800124	2	IMR5-R150	4
X	108020248	116313603	0.493859	1	IMR5-R150	7385
X	116313603	120010519	0.508133	1	IMR5-R150	3292
X	120010519	120120573	0.352103	1	IMR5-R150	98
X	120120573	121944325	0.47886	1	IMR5-R150	1624
X	121944325	123126844	0.51215	1	IMR5-R150	1053
X	123126844	127240393	0.47886	1	IMR5-R150	3663
X	127240393	131684104	0.495845	1	IMR5-R150	3957
X	131684104	134870055	0.514488	1	IMR5-R150	2837
X	134870055	134877916	0.681489	1	IMR5-R150	7
X	134877916	134972248	0.539	1	IMR5-R150	84
X	134972248	141211636	0.494509	1	IMR5-R150	5556
X	141211636	141212759	1.70183	3	IMR5-R150	1
X	141212759	148393221	0.486439	1	IMR5-R150	6394
X	148393221	152373133	0.502224	1	IMR5-R150	3544
X	152373133	152378748	0.784229	2	IMR5-R150	5
X	152378748	153953194	0.508691	1	IMR5-R150	1402
X	153953194	154790952	0.479903	1	IMR5-R150	746
X	154790952	154797690	-1	1	IMR5-R150	6
X	154797690	154799936	0.938941	2	IMR5-R150	2
X	154799936	154801059	3.84966	8	IMR5-R150	1
X	154801059	154803305	0.898701	2	IMR5-R150	2
X	154803305	155128975	0.457842	1	IMR5-R150	290
X	155128975	155260366	0.389198	1	IMR5-R150	117
X	155260366	155271596	-1	1	IMR5-R150	10
Y	1	2649158	-1	1	IMR5-R150	2359
Y	2649158	6148426	0.481207	1	IMR5-R150	3116
Y	6148426	6149549	1.19839	2	IMR5-R150	1
Y	6149549	13141347	0.493241	1	IMR5-R150	6226
Y	13141347	13144716	0.943636	2	IMR5-R150	3
Y	13144716	13193005	-1	1	IMR5-R150	43
Y	13193005	13647820	0.519771	1	IMR5-R150	405
Y	13647820	13881404	0.605659	1	IMR5-R150	208
Y	13881404	22265722	0.499184	1	IMR5-R150	7466
Y	22265722	22266845	1.40841	3	IMR5-R150	1
Y	22266845	23724499	0.483278	1	IMR5-R150	1298
Y	23724499	24890173	0.510894	1	IMR5-R150	1038
Y	24890173	24891296	1.87788	4	IMR5-R150	1
Y	24891296	25061992	0.51215	1	IMR5-R150	152
Y	25061992	25063115	1.40841	3	IMR5-R150	1
Y	25063115	26320875	0.48463	1	IMR5-R150	1120
Y	26320875	26789166	0.51215	1	IMR5-R150	417
Y	26789166	26790289	1.48666	3	IMR5-R150	1
Y	26790289	27905428	0.503842	1	IMR5-R150	993
